"id","title","authors","venue","year"
"rWsnx7SGHwwJ","Incremental Mining of Frequent Patterns without Candidate Generation or Support Constraint","W Cheung, OR Zaiane",,
"xCaAtdkhgCgJ","The impact of oceanic heat content on hurricane intensity forecasts using the SHIPS model","M Mainelli, M DeMaria, LK Shay","Proceedings of the 25 thConference on Hurricanes and  &hellip;,",
"IYZdgbVskQYJ","Tagging diquarks by protons of high transverse momentum inpp collisions at the ISR","A Breakstone, R Campanini, HB Crawley, M Cuffiani, ","Zeitschrift fÃ¼r Physik C Particles and Fields,",1987
"u5IqiSYfNCwJ","Mechanisms for quality of service in Web clusters","V Cardellini, E Casalicchio, M Colajanni, S Tucci","Computer Networks,",2001
"pvSNaChoH4YJ","Pathogenesis of CMV-associated diseases in 1990","JA Zaia","Transplant",
"1Kw1DzYwICkJ","jr Electroehem","LH BRIXNER, E ABRAMSON",,1965
"j55etJfmWdAJ","Age and aerobic power: the rate of change in men and women","ER Buskirk, JL Hodgson","Fed Proc,",1987
"YwLV4d7gSHgJ","Diamond Relat. Mater","BJ Coomer, JP Goss, R Jones, PR Briddon, S Oberg",,2001
"url:http://www.springerlink.com/index/CFM1025XF89JLNH8.pdf","Guest editorial","MP Atkinson","The VLDB Journal The International Journal on Very Large  &hellip;,",2000
"Oe1KRuB5bWAJ","The five sexes: why male and female are not enough","A Fausto-Sterling",,
"Vn131Lm8RbgJ","Efficient and Non-Intrusive Language Extension for Virtual Machines","A Duncan, U Holzle, LT Adaptation","University of California at Santa Barbara, Santa Barbara, CA,",
"W3R6HGrWRLYJ","Language features for interoperability of heterogeneous databases with schematic discrepancies","R Krishnamurthy, W Litwin, W Kent","Proc. ACM",
"bttHO_r8vwwJ","LEO-is An Unmanned Long Term Environmental Observatory","C Alt, J Grassle","Procs.",
"sZ-ZiJfs8YAJ","19 â??Feedback-Directed Data Cache Optimizations for the 20 x86â??","R Barnes, R Chaiken, D Gillies","Technical Report, Microsoft Research, Sept. 21 1999.",
"9CjQ61GnhgUJ","Inter-project learning in new product development","J AMELINGMEYER, A KALVELAGE","INTERNATIONAL PRODUCT DEVELOPMENT MANAGEMENT CONFERENCE,",
"EGHbSQ8LWx4J","Computational and Theoretical Polymer Sciences","H Sun, P Ren, J Fried",,1997
"-2gWA2dJKGUJ","Architectural qualities and principles for multimodal and multimedia interfaces","W Hill, D Wroblewski, T McCandless, R Cohen","Acm Press Frontier Series,",1992
"9m6wOwOpSykJ","Alianza Editorial, 1998","D PeÃ±a",,
"qgFd34gbvo0J","An extension of association rules using fuzzy sets","JH Lee, H Lee-Kwang",,
"N-kEDX56ek0J","Similarity-Based Queries for Time Series Data","DRA Mendelzon","Proc. of the ACM SIGMOD Conf., Tucson, AZ, May,",1997
"1-PLHQLt5GsJ","V., Huie, RE, and Neta, P.(1998) NDRL/NIST Solution Kinetics Database 3.0, NDRL/NIST, Gaithersburg","AB Ross, WG Mallard, WP Helman, G Buxton",,
"url:http://doi.wiley.com/10.1002/he.148","Measuring the Performance of the Chair","JN Mitchell","NEW DIRECTIONS FOR HIGHER EDUCATION,",2004
"GuEQjIei17oJ","Affects separable and inseparable: On the hierarchical arrangement of the negative affects","D Watson, LA Clark","Journal of Personality and Social Psychology,",
"EZSX1Mi5RwIJ","Changes in symptoms after encephalo-duro-arterio-synangiosis (EDAS) in pediatric moyamoya disease","Y Matsushima, T Yamaguchi, Y Takasato, S Tomida, T ","No To Hattatsu,",1986
"DdsknXBlL3UJ","Analysis of Remote Active Operating System Fingerprinting Tools","R Spangler","University of Wisconsin,",2003
"-jM1YFK3fCAJ","Purification and specificity of a microsomal human epoxide hydrolase","F Oesch","Biochem.. I,",
"MVll2WfdIxQJ","From Domain Modeling to Collaborative Domain Construction. DIS'95: 1st ACM Conference on Designing  ","G Fischer, S Linstaedt, J Ostwald, M Stolze, T  ",,1995
"a8nukK9MpXgJ","Localized exploratory projection pursuit","N Intrator",,
"O9gFh020z2UJ","â?³OLIPSA: On-Line Intelligent Processor for Situation Assessment â?³. Second Annual Symposium and  ","S Mulgund, G Rinkus, C Illgen, J Friskie","MD,",
"13lRY_cGkb0J","Mesenchymal tumors of the uterus","C Zaloudek, HJ Norris","Blaustein&#39;s Pathology of the Female Genital Tract,",1994
"64Hy_aniAVsJ","â??Proust palimpseste","G Genette","Figures I,",
"HY65F7MkWuYJ","Architectural Considerations for a New Generation of Network Protocols","D Clark, D Tennenhouse","Proc ACM",
"vWlSCy-muakJ","E. Zarki. Dynamic multi-path routing andhow it compares with other dynamic routing algorithms for  ","S Bahk andM","Proceedings of ACM SIGCOMM,",
"kzc3Ru2y2LMJ","New topologies of high-efficiency high-frequency zero voltage-switching resonant dcâ??dc converters","MK Kazimierczuk, J Jozwik","Proc. 29th Midwest Symp. Circuits Syst,",
"anrtNuJP9pEJ","A C++ framework for combinatorial search problems","A Schaerf, M Lenzerini, ML Cadoli","Proc. of the 29th Int. Conference on Technology of Object-",
"wwMOtPh_aBwJ","&quot; GrabCut&quot;-Interactive Foreground Extraction using Iterated Graph Cuts","C Rother, V Kolmogorov, A Blake",,
"09fxGekXvLsJ","Waveguide-based spatial power combiners","NS Cheng",,1999
"YkBU1aYO6q0J","Ode (Object Database and Environment): The language and the data model","RA PI, NH Gehani","Proceedings of the ACM SIGMOD Conference on Management of  &hellip;,",
"7MW-Zq2-on4J","Distance Learning for the Environment.â??","J Morovic",,1994
"qrfMEoA5OsQJ","Adult-to-adult living donor liver transplantation at asian medical center, Seoul, Korea","KM Park, SG Lee, YJ Lee, S Hwang, CW Nam, KM Choi, ","TRANSPLANTATION PROCEEDINGS,",1999
"gqubJsMOBsgJ","K. et al. 2000, Tuning RED for web traffic","M Christiansen","Proceedings of ACM SIGCOMM",
"gH2deNSD85oJ","Autonomous robot vehicles","IJ Cox, GT Wilfong",,1990
"gleX-n_dgkcJ","Dictionary-based order-preserving string compression","G Antoshenkov","The VLDB Journal The International Journal on Very Large  &hellip;,",1997
"4BpkEHas0LcJ","STRUDEL-a web-site management system","A Levy, D Florescu, D Suciu, J Kang, M Fernandez","Proceedings ACM SIGMOD International Conference on  &hellip;,",
"qUGuS7ucsHwJ","A practical approach for rapid catalyst light-off by means of strategic engine control","SH Chan","Proceedings of the I MECH E Part D Journal of Automobile  &hellip;,",2001
"OcEEHJkZk-oJ","January 1998. Motion segmentation and tracking using normalized cuts","J Shi, J Malik","International Conference on Computer Vision Bombay,",
"3BnVPkz5M5sJ","Database connectivity and the Internet","J Lam","PC Magazine,",
"z9WrxlYfVl0J","The Internet and the Reshaping of the Music CD Market","S GOSAIN","Electronic Markets,",2001
"dZDC3_KNbDMJ","Pooling Problem: Alternate Formulations and Solution Methods","C Audet, J Brimberg, P Hansen, S Le Digabel, N  ","MANAGEMENT",
"PdiTjXJoK1YJ","An Emerging Store Layout for Internet Grocery Retailing","A Vrechopoulos",,
"fP9ZY6VPj-IJ","The cranial evidence for ratite affinities","WJ Bock","Proc. Int. Ornithol. Congr. XIII,",
"_bj_dKQ0xFcJ","Low noise amplification for optical arrays","A Duncan, L Powers","Proceedings of the 23rd Annual International Conference of  &hellip;,",
"L6jrTvTYY5QJ","Systems analyst title most abused in industry-redefinition imperative","M Wood","Computerworld,",
"_HGNiBUi1VQJ","Managing Industrial Pharmaceutical R&amp;D","SWF Omta, JML van Engelen, LM Bouter","The Fourth International Conference on Management of  &hellip;,",
"dRi7VLd2w3UJ","Finite buffer queue with generalized processor sharing and heavy-tailed input processes","P Jelenkovic, P Momcilovic","Computer Networks,",2002
"msRerFt292wJ","Linear-Time Longest-Common-Prefix Computation in Suffix Arrays and Its Applications","T Kasai, G Lee, H Arimura, S Arikawa, K Park","LECTURE NOTES IN COMPUTER SCIENCE,",2001
"61P17tHYd8cJ","Digit Pipelined Arithmetic as Illustrated by the Paste-Up System","MJ Irwin, RM Owens","IEEE Computer,",
"url:http://portal.acm.org/citation.cfm%3Fid%3D144111.144149","Object oriented methodologies and geographical information systemsâ??a natural partnership?","R Barr","Conference proceedings on Data Management 91 table of  &hellip;,",1992
"0uBKShEkPzQJ","Sampling, synthesis, and input devices","GW Fitzmaurice, R Balakrishnan, G Kurtenbach","COMMUNICATIONS-ACM,",1999
"7Gn25VFQQ0EJ","Advanced Multi-Objective Evolutionary Algorithms Applied to Two Problems in Telecommunications","J Knowles, M Oates, D Corne","BT Technology Journal,",2000
"1pMkvdhrjdcJ","jContractor: A Reflective Java Library to Support Design By Contract","M Karaorman, U Holzle, J Bruno",,1999
"7zCbGKpQErcJ","Some aspects of stereoscopic composition","L Lipton","Proc. ACM SIGGRAPH, StereoGraph. Course Notes,",
"vZEoJkiwqm8J","Management of isolated radial or ulnar arteries at the forearm.","M Aftabuddin, N Islam, M Jafar","Journal of Emergency Medicine,",1995
"s_ZBkg2D6VoJ","Event-join optimization in temporal relational databases","A Segev, H Gunadhi","VLDB,",1989
"2cAPHZlBU8oJ","A Case for Conservation of Electrical Energy in Canadian Underground Mines","MK Gangal, J Pathak","Procs. 11th West Virginia University (WVU) International  &hellip;,",
"caY1B3-hK0IJ","Regions of the Escherichia coli primary sigma factor","H Nagai, N Shimamoto","Genes to Cells,",1997
"Gw_ENWFYGJQJ","From Interval Computations to Modal Mathematics: Applications and Computational Complexity","B Bouchon-Meunier, V Kreinovich","ACM SIGSAM Bulletin,",1998
"T4Vytr7ism4J","The IWIM Model for Coordination of Concurrent Activities","F Arbab","LECTURE NOTES IN COMPUTER SCIENCE,",1996
"LyT9Q2Uq9ZwJ","Explore, excogitate, exploit: component mining","D Spinellis",,
"RfvrAJ2w8hMJ","Selective translation inhibition in vitro by the fragile X mental retardation protein","Z Li, K Wilkinson, ST Warren, Y Feng","Submitted for",
"X3U6bKaoT0YJ","Evidence for soluble immune complexes in the pathogenesis of the glomerulonephritis of quartan  ","PA Ward, JW Kibukamusoke","Lancet i,",1969
"2Mty1_Cf4KcJ","Severe osteopetrosis, defective interleukin-1 signalling and lymph node organogenesis in TRAF6- ","A Naito, S Azuma, S Tanaka, T Miyazaki, S Takaki,  ","Genes to Cells,",1999
"NykmTufC1ygJ","Analysis and applications of probabilistic models of multiprogrammed computer systems","WWY Chiu",,
"EjLNkfy3Y8EJ","Spyware: It's Lurking On Your Machine.","C Metz","PC Magazine,",
"WP63eYWvk4YJ","Building Enterprise Active Directory Services, Notes from the Field","D Clark",,2000
"Er6BubyniOYJ","Use of scatterometric measurements for control of photolithography","ML Miller",,1994
"zuD3nvyecQIJ","Two Views of Data Semantics: A survey of Data Models in Artificial Intelligence and Data Management","H Wong, J Mylopoulos","unpublished",
"EzV_Dy8bV20J","Resolving the query inference problem using Steiner trees","JA Wald, PG Sorenson","ACM Transactions on Database Systems,",1984
"z4T72KUhCLIJ","Measurement of Air Pollutants from Woodheaters","JJ Todd, A Gibbons, LR King, P Kinrade",,1989
"-V012fc0hrcJ","Query optimization in a memory-resident domain relational calculus database system","KY Whang, R Krishnamurthy","ACM Transactions on Database Systems,",1990
"MtPcOYWFAcoJ","An operational approach to the design of workflow systems","R Agarwal, G Bruno, M Torchiano","Information &amp; Software Technology,",2000
"Cim4e8xBz5wJ","The Cost of Reproduction: A New Link between Current Reproductive Effort and Future Reproductive  ","JA Nilsson, E Svensson","Proceedings: Biological Sciences,",1996
"5V7NOhiT6E0J","Architectural Considerations for a New Generation of Communication Protocols","DD Clark, DL Tennenhouse","Proceedings of ACM SIGCOMM,",
"43l18YtPfbUJ","Electronic health information services. A review","G Myers","Electronic Library,",1993
"GpAP0Mj1zusJ","Verifying duffâ??s device: A simple compositional denotational semantics for goto and computed jumps","H Tews",,2000
"_yZXFCQJ2BMJ","Traces of differential forms on Lipschitz boundaries","N Weck",,
"yyzLitpedOIJ","Control of flowering of Satsuma mandarins (Citrus unshiu Marc) with gibberellin","S Iwahori, JT Oohata","Proc. Int. Soc. Citricult,",
"W00kENZKPR0J","J. PICTIVEâ??An exploration in participatory design","M Muller","Proc. ACM CHI,",
"WTZSD23xsS0J","Observation of the Earth and Its Environment","HJ Kramer, HJ Kramer",,2002
"RNTXvPjJfkcJ","Maximum entropy method in image processing","SF GULL, J SKILLING","IEE Proceedings,",1984
"AuLP3kEXgVgJ","Adult Students as Partners in Formal Study","IM Saltiel","New Directions for Adult and Continuing Education,",1998
"8SaFqVXkjEEJ","L-Triiodothyronine: Is this Peripheral Hormone a Central Neurotransmitter?","GA Mason, CH Walker","NEUROPSYCHOPHARMACOLOGY-SAN DIEGO-,",1993
"yWTSDaRdSTcJ","Multiple objective decision making, methods and applications","CL Hwang, ASM Masud",,1979
"rVxCHd6e1oYJ","XML and Security","A Selkirk","BT Technology Journal,",2001
"jF31w9e2N1UJ","Authentic Teaching and Assessment in Economics Education.","MC Suiter","Social Studies and the Young Learner,",1998
"Iml9AWMj0tUJ","An Introduction to Geographical Information Systems. Adison Wesley Longman Limited","I Heywood, S Cornelius, S Carver",,1998
"PDkFhElXNtcJ","Human-computer interaction in the new millennium","JM Carroll",,2002
"apWDiZ_ccQEJ","Pseudocompact subgroups of Galois groups","T Soundararajan","to",
"foXmpW4KwtkJ","R. Ramakrishnan, Magic Conditions","IS MFPR, SJ Mumick, HP Finkelstein","Proc. 9th PODS,",
"wjmc1rJF6WgJ","Successful and Unsuccessful Adult Education Programs: Perceptions, Explanations, and Implications.","C Lewis, C Dunlop","New Directions for Adult and Continuing Education,",1991
"tHEP1S1typgJ","Online query processing","JM Hellerstein, PJ Haas","Proceedings of the ACM SIGMOD International Conference on  &hellip;,",
"qUL-7tBt_q8J","The effects of positional restraint on heart rate and oxygen saturation-epidemiological findings  ","P Schmidt, T Snowden","JOURNAL OF EMERGENCY MEDICINE,",1999
"eLgCmNjMSAEJ","John Barth: An Interview","JJ Enck, J Barth","Wisconsin Studies in Contemporary Literature,",1965
"AQqDjGIpqOoJ","FREEDOM AND SOLIDARITY PARTY AND ITS POLITICS: AN ATTEMPT TO REDEFINE THE TURKISH LEFT","O EVCÄ°MEN",,2004
"CGhG009JfNAJ","Fully adaptive algorithms for atomic and immediate snapshots","H Attiya, I Zach","submitted for publication,",
"XgtQ7EHdeHMJ","Dynamic database dumping","DJ Rosenkrantz","Proceedings of the 1978 ACM SIGMOD international conference ",
"ifeJq1Lz_5sJ","Building expert systems","F Hayes-Roth, DA Waterman, DB Lenat",,1983
"eptP8x_xMXEJ","Replacing Internal DOS Commands","J Prosise","PC Magazine,",
"mWzbh4pMxAsJ","Not one or the other but both: hybrid course delivery using WebCT","HG Willett","ELECTRONIC LIBRARY,",2002
"unG98K4mKC0J","Case and licensing","A Marantz","Proceedings of ESCOL,",
"ykt9EtFIDb0J","Completeness of Query Languages for the Entity-Relationship Model.","ACMS Anthology",,
"Elpbl8vygYoJ","Cost based optimization for Magic","P Seshadriâ?¦",,1996
"c9gtQQ5CcecJ","Vibrio cholerae El Tor acquires plasmied-encoded resistance to gentamicin","EJ Threlfall, B Rowe","Lancet i,",1982
"jymNJ0FjiCQJ","Automatic construction of personalized TV news programs","D Luparello, B Merialdo, KT Lee, J Roudaire","Proceedings of ACM Multimedia,",
"PdVuRR3erIQJ","dos (2001a)â??Adding Time to an Object-Oriented Versions Modelâ??","MM Moro, SM Saggiorato, N Edelweiss, CS Santos","Procs. of Intl. Conf. on Database and Expert Systems ",
"bCNozmrSrIMJ","Histochemical studies of the colonic epithelial glycoproteins of the normal rabbit","PE Reid, DC Walker, T Terpin, DA Owen","The Histochemical Journal,",1988
"RAxYaQeM4XsJ","Sociedad Cubana y EmigraciÃ³n: Una aproximaciÃ³n en la Ãºltima dÃ©cada del siglo XX.","G MilÃ¡n, M DÃ­az","Unpublished manuscript,",
"E7o2ICofdsEJ","Dissecting common ground: Examining an instance of reference repair","T Koschmann",,
"EzMBO7UmecUJ","0. Shmueli. Tree queries: a simple class of relational queries","N Goodman","ACM Trans. on Database Systems,",
"xm6_uOlYlBwJ","The origin and development of the nervous system","CM CHILD","See page,",
"r8BjULS022EJ","Ambiguity and self-evaluation: The role of idiosyncratic trait definitions in self-serving  ","D Dunning, JA Meyerowitz, AD Holzberg","Journal of Personality and Social Psychology,",
"rpF1XV1KHgwJ","Adaptation-guidedretrieval: usingadaptationknowledgetoguidetheretrievalofadaptable cases","B Smyth, M Keane","Procs Second UK Workshop on Case-Based Reasoning, Salford,",
"RU9PIHjOBxoJ","Theory of Neuromata","J Sima, J Wiedermann","JOURNAL-ACM,",1998
"SauPMs1ncn4J","SVG Rendering of Real Images using Data Dependent Triangulation","S Battiato, G Gallo, G Messina","Proceedings. of ACM/SCCG2004, Slovakia,",2004
"osqH1_SAORcJ","OIL: A Case Study in Extending RDF-Schema","J Broekstra, M Klein, D Fensel, S Decker, I  ",,
"p_k0_rphEOcJ","An Extended Entity-Relationship Model for Geographic Applications","N TRYFONA","SIGMOD Record, NewYork,",
"mBC03oUT8yAJ","Simultaneous Optimization and Evaluation of Multiple Dimensional Queries","Y Zhao, P Deshpande, JF Naughton, A Shukla","SIGMOD Conference,",1998
"L0RF8_kTmVAJ","Synchronization Hardware for Networks of Workstations: Performance vs. Cost","RS Hyder, DA Wood","COMPUTER SCIENCES TECHNICAL REPORT-UNIVERSITY OF WISCONSIN  &hellip;,",1995
"124oHYUpptEJ","Future Capacity Procurements Under Unknown Demand and Increasing Costs","A Burnetas, S Gilbert","Management Science,",2001
"XNihK2y8ADkJ","Effect of Dislocation Tangles on Superconducting Properties","D Dew-Hughes, MJ Witcomb","Phil. Mag.,",1972
"wod1ZCV-1xYJ","Error control techniques for interactive video transmission over the Internet","I Rhee","Proc. ACM",
"OYuz_3VgTHQJ","Computational investigation of physical processes in a pulsed uranium graphite reactor using the  ","NV Gorin, YZ Kandiev, YM Kazâ??min","At.",
"myQ5cyZuK8AJ","On the contribution of impurities to radiation embrittlement of low-alloyed steel","VA Nikolaev, VV Rybin, VI Badanin","At.",
"q9yRMEgjLOAJ","Your Mediators Need Data Convention","S Cluet, C Delobel, J Simeon, K Smaga","Proc. ACMSIGMOD International Conference on Management of  &hellip;,",
"5JKmsN-7Q9UJ","Hydrologic and Hydrogeochemical Assessment of the Proposed North Campus Housing Project, University  ","M de la Garza, S Ryan",,1998
"sB-nvl5829EJ","Size Separation Spatial Join. Computer Systems Research Institute","N Koudas, KC Sevcik","CSRI-TR-352. University o] Toronto, October",
"A20lP3W9VJoJ","Saline lakes","HP Eugster, LA Hardie","Lakes: Chemistry, Geology, Physics,",1978
"7euNkltNZsQJ","Role and Functioning of the CCITT.","E Hummel","Computer Networks,",
"boyRMdFcOTQJ","Semantic caching in a mobile environment: Model and evahration","HV Leong, A Si","Submitted for",
"enYoi4XT7n0J","Workflow History Management","P Koksal, SN Arpinar, A Dogac","SIGMOD Record,",1998
"79CvVWsqYLcJ","TreePattern QueriesMinimization","S Amer-Yahia, S Cho, L Lakshmanan, D Srivastava",,
"fwAFJ_2l9GUJ","Natural methods of tactual communication","CM Reed, NI Durlach, LA Delhorne","See Summers,",
"znzhrqcdfTwJ","Computation and the immune system","S Forrest, AS Perelson","ACM SIGBIO Newsletter,",1992
"fhMM_2giA4AJ","Development of an improved fingerling protection system for Lower Granite Dam, 1984. NMFS/NOAA  ","GA Swan, RF Krcma, FJ Osiander",,1985
"fj-pxOPEiugJ","Uncertainty-Aware Circuit Tuning","X Bai, C Visweswariah, PN Strenski, DJ Hathaway","Proc. IEEE/ACM DAC,",
"RyBszL0uXQoJ","Deriving Trac Demands for Operational IP Networks: Methodology and Experience","A Feldman, A Greenberg, C Lund, N Reingold, J  ","ACM Proc.",
"7lkCBMe603kJ","Finding Intensional Knowledge of Distance-Based Outliers","EM Knorr, RT Ng","VLDB,",1999
"OT-h4YvPg70J","â??Benefits of a Microconcentric Nebulizer for the Multielement Analysis of Small Sample Volumes by  ","E Debrah, SA Beres, TJ Gluodenis Jr, RJ Thomas, ER ","At. Spectrosc,",
"YRqk67QvqLkJ","The Role of Trust Management in Distributed Systems Security","M Blaze, J Feigenbaum, J Ioannidis, AD Keromytis","LECTURE NOTES IN COMPUTER SCIENCE,",1999
"A8UiwGsdXU4J","Net security under scrutiny","OR Tabibian","PC",
"XDUjYJlX6G4J","Long-Term Benefits and Risks of Cyclosporin A (Sandimmun)-An Analysis at 10 Years","G Thiel, A Bock, M Spoendlin, FP Brunner","TRANSPLANTATION PROCEEDINGS,",1994
"url:http://ieeexplore.ieee.org/xpl/abs_free.jsp%3FarNumber%3D1316841","Metadata for Anomaly-Based Security Protocol Attack Deduction","T Leckie","Knowledge and Data Engineering, IEEE Transactions on,",2004
"UatfkGQDy4oJ","Managing Financial Distress and Valuing Distressed Securities: A Survey and a Research Agenda","K John",,
"I1e45M0aa8EJ","School Bells in 1840: A Field Trip for Third Graders","CP Smith","SOCIAL STUDIES AND THE YOUNG LEARNER,",2000
"ceZrqaJneWUJ","Spectrum Rights in the Telecosm to Come","EP Goodman","SAN DIEGO LAW REVIEW,",2004
"gZERJ8bZiWwJ","Paris 1994","D de la langue franÃ§aise Larousse",,
"xppoZ49T5NUJ","Psychovisual image coding using wavelet transform","D Gunawan, T Nguyen","&hellip;  Journal of Intelligent Information Processing",
"6pFpuN7ukRAJ","Application performance in the QLinux multimedia operating system","V Sundaram",,
"oK9iUODO6xoJ","Rectification of multiple logic design errors","M Tomita, T Yamamoto, F Sumikawa, K Hirano","Proc. of ACM/IEEE DAC,",
"A1NGqoxS1V0J","AudioBattleship: Blind Learners Collaboration through Sound","J SÃ¡nchez, N Baloian, T Hassler, U Hoppe","Proceedings of ACM CHI,",2003
"C8lF7grRFcMJ","Query Processing in Tertiary Memory databases","S Samwagi","Proc. of the 19â??â?? VLDB Conference, Switzerland,  &hellip;,",
"wZxBuxg1HawJ","Entwicklung einer realitaetsnahen Kraftrueckkopplung bei fluidisch betriebenen Handprothesen","S Mounier",,
"e4GXprINS0wJ","Characteristics of Exemplary Teachers","J Lowman","NEW DIRECTIONS FOR TEACHING AND LEARNING,",1996
"6KeGOshc6rQJ","Mining association rules in entity-relationship modeled databases","L Cristofor, D Simovici",,
"url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3DN9210435AH","The Kr-83 NMR in probing electric field gradients in thermotropic liquid crystals(Abstract Only)","LP INGMAN, J JOKISAARI","Proceedings of the 25 th Annual Conference of the Finnish  &hellip;,",1991
"bpenyPP9bewJ","Methods for rearing sea anemones in the laboratory","DA Hessinger, JA Hessinger","Pp. I,",
"AalAORXSOqwJ","The State and Collective Action: Business Politics in Latin America","BR Schneider","Unpublished manuscript,",1999
"Kw-JxYkuxdkJ","Real interactivity in interactive entertainment","DT Joiner","Acm Press Siggraph Series,",1998
"s8nEJEWyvlYJ","Sequential Importance Sampling for Multiway Tables","Y Chen, IH Dinwoodie, S Sullivant","submitted for publication,",2004
"url:http://www.ncbi.nlm.nih.gov/entrez/query.fcgi%3Fcmd%3DRetrieve%26db%3DPubMed%26list_uids%3D10245945%26dopt%3DCitation","Good neighbors: California health volunteers in Mexico.","V Workers","MD,",1980
"B0Fa3TWq6DUJ","Functional specifications of a subsystem for data base integrity","K ESWAREN, D Chamberlin","Proc. Conf. on Very Large Databases, ACM,",
"2iVHA-6exLwJ","Myocardial Regeneration With Satellite Cell Implantation","A Zibaitis, D Greentree, F Ma, D Marelli","TRANSPLANTATION PROCEEDINGS,",1994
"SoejoqQZHg0J","On Historical Queries along Multiple Lines of Time Evolution. To appear at the","GM Landau, JP Schmidt, VJ Tsotras","VLDB Journal,",
"4SjtsJtrja8J","The Taylor formula for convex-valued multifunctions","J Avelin","Submitted for",
"w8V6WdctU7YJ","Notes on SDL-2000 fot he new millenium","R Reed","Computer",
"rvKsxPM6P04J","Only knowing with degrees of con  dence","A Waaler, JW KlÃ¼wer, T Langholm, EH Lian","Submitted for publication,",
"39PuHPQxwV4J","J 1963 PhD Thesis University of London 1964","HJ Maris","Phil. Mag,",
"ZIfC0glW9xMJ","Publish/Subscribe Functionality in IR Environments using Structured Overlay Networks","C Tryfonopoulos, S Idreos, M Koubarakis",,
"DNYPoQrI9MQJ","Kauchuk i Rezina","RV Torner, LF Gudkova","No. I,",
"XHVkTaIGY6gJ","Equilateral or 1-distance sets and Kusnerâ??s conjecture","C Smyth",,
"0JUU3EEiRAMJ","Thule prehistory of Canada","R McGhee","See Damas,",
"hhzf0Ib9PNIJ","Using the ARCS Motivational Process in Computer-Based Instruction and Distance Education","JM Keller","New Directions for Teaching and Learning,",1999
"mIThiEBAAHwJ","A Question of Priorities: Participants in the Self Sufficiency Project Talk About Their Decisions to ","W Bancroft","&hellip;  Discussion Paper. Ottawa: Social Research and Demonstration &hellip;,",
"c0FEhBp-beAJ","Impact of Artificial Gummy Fingers on Fingerprint Systems","T Matsumoto, H Matsumoto, K Yamada, S Hoshino","Proceedings of SPIE,",2002
"33Mk47CuTi0J","The dynamical motions of charged particles","CG Darwin","Phil. Mag,",
"eGenb3t_R8YJ","Neuronal Substrates for Choice Under Ambiguity, Risk, Gains, and Losses","K Smith, J Dickhaut, K McCabe, JV Pardo","MANAGEMENT SCIENCE,",2002
"e2wpbTC2R5wJ","Determinants of exits from homelessness","J Sears, D Figilio, M Perozek, YP Wen, YW Hu","Unpublished manuscript,",
"5DLWZXOUygQJ","Flow control of mobile robots using agents","A Wallace","Proc. 29th Int. Symp.",
"Jh5GHdzGMVkJ","Correlation between clinical and morphologic findings in unstable angina.","S De Servi, E Arbustini, F Marsico","Journal of Emergency Medicine,",1996
"HgcMx5MwGq8J","Attachment style as a predictor of adult romantic relationships","JA Feeney, P Noller","Journal of Personality and Social Psychology,",
"url:http://doi.wiley.com/10.1002/ace.8709","Team Teaching and Learning in Adult Education: From Negotiating Relationships to Implementing  ","EJ Tisdell, MJ Eisen","New Directions for Adult and Continuing Education,",2000
"Cy5Uh-izsREJ","Regulation of the Mechanical Properties of the Red Blood Cell Membrane by Protein-Protein and  ","C DeWolf, P McCauley, JC Pinder","CELLULAR AND MOLECULAR BIOLOGY LETTERS,",1996
"hXK1SzEp5boJ","The First International Workshop on From Software Requirements to Architectures (STRAWâ??01)","IJ Castro, J Kramer","At",
"qA77SE6iaIUJ","paper 2004-6096 presented at the American Institute of Aeronautics and Astronautics (AIAA) Space  ","TM Mynckâ?¦","San Diego,",
"v9thTb0sin0J","Leadership Through Professional Organizations.","E Shelton, WF Spikes","New Directions for Adult and Continuing",
"r2FeIDkrFXQJ","Modelling software systems in configuration management","M Bielikova, P Navrat","APPLIED MATHEMATICS AND COMPUTER SCIENCE,",1995
"yJbLojuAzNMJ","Evolution Strategies and Composed Test Functions","I De Falco, R Del Balio, A Della Cioppa, E  ",,
"j93i0qPT_2wJ","Byrd. RJ, Heidorn, GE Extracting semantic hierarchies from a large on-line dictionary","MS Chodorow","Proceedings of the 23rd Annual Conference of the Association",
"nneQe0-xLkkJ","Social Construction of Communication Technology","J Fulk","The Academy of Management Journal,",1993
"0GIL2KWJNGcJ","Usefulness of CAME tools in software quality assurance","RR Dumke, H Grigoleit","SOFTWARE QUALITY MANAGEMENT-INTERNATIONAL CONFERENCE-,",1997
"KMMgM1MscLAJ","DatabÃ¡zovÃ© systÃ©my","R Farana, M VojÃªÄ?ek","Microsoft Access,",
"EGaQSJfSaM0J","Telecommun. Radio Eng","VN Dubrava, VA Yampolâ??skii, OI Lyubimov",,2000
"url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3DN9210438AH","A new line-narrowing method LOMEP(Abstract Only)","J KAUPPINEN, M HOLLBERG, D MOFFATT","Oulu Univ, Proceedings of the 25 th Annual Conference of the &hellip;,",1991
"FylFdzTO26UJ","Water Market and Coordination Failures: The Case of the Limari Valley in Chile","E Zegarra",,2002
